,ID,text,labels
7744,1377326932023504899t,#Pfizer says #vaccine was 100 % effective on 12 - 15year olds U kno what else was pretty much 100 % children gettin covid . This is ridiculous . Forcin a experimental vax on every 1 that only helps with symptoms not the spread . This is a violation of #NurembergCode n #HumanRights ,rushed
9640,1290191107213729793t,"   Not the Moderna vaccine . mRNA . There has never been a vaccine using mRNA viral vectors commercially produced . The results thus far are very unsettling , as far as adverse events .",side-effect
4682,1364843348138237952t,"#Coronavirus Dad - of - four , 48 , died of Covid after getting first dose of Pfizer vaccine 2 days before he was diagnosed - The Sun ",side-effect
132,1437816425608060940t,   The FDA approval even insists on a new study referencing myocarditis in pfizers vaccine results won't be in until 2025 / 2026  ,rushed side-effect
1867,1344242732257177600t,    Meanwhile first death due to the vaccine in Switzerland now coming out how many have not been reported ? ? ?,side-effect
7510,1344239761725284354t,"     What like a sex register ? Why don't you worry about yourself and family . If the vaccines are so good , you shouldn't be worried about those that have NOT had the experiMENTAL jabs . Good luck with the experiment .",rushed
4376,1325870121877958656t," No . I ’ m a Trump fan but he ’ s wrong on this one . Pfizer is in with Soros ( who took a position there in 2017 But go right ahead , take the vaccine that hasn ’ t been properly tested . You Turn coat Rs allowed Biden to steal the election .",political rushed
5532,1355180491553574922t,"Cardiothoracic Surgeon Warns FDA , Pfizer on Immunological Danger of COVID Vaccines in Recently Convalescent and Asymptomatic Carriers • Children's Health Defense - From : Hooman Noorchashm Date : Tue , Jan 26 , 2021 Subject : COVID - 19 VACCINE ... ",side-effect
1648,1325831662794657792t,The fact that you guys are so supportive of Big PHARMA IS troubling to me ... really troubling ... people are on here really Speaking on the behalf of Pfizer ... I am in the F #cking Matrix MY GOD 😳 😒 😣 🤨 .. #smh ,pharma
2861,1366603052086657024t,"PFIZER of BIG BROTHER UNCLE SAM US of A , bullying poor countries in exchanged for covid vaccine . Hellow pawokes , yellowtards / yellowshits . Is this what you want and preferred ? Gravitas : Pfizer's abusive vaccine deals  via ",pharma
7290,1443676445100806168t,"   Or coming at it from the other way , yes , Pfizer vaxxed the control group . So once you throw scientific method out , what is left . Why vax your control group . Don't tell me ethics , this is Pfizer . ... I agree . This is depressing .",pharma
2443,1338110699260813313t, I had an adverse reaction to a Pfizer medication . I called them about it . They sent out a mass produced form letter saying “ condolences on the death of your loved one ” . They assumed I had died . No way will I take the Pfizer vaccine .,side-effect
5529,1290922720188866561t, if my time is up its up dont give a fk had a great life no regrets so Hancock keep your vaccine and your Corona Virus which you brought into this country and still bringing it in in plane loads as we speak ? and your not testing at airports ? more lies,none
8812,1321413942661406720t,  What did he say that was propaganda on the podcast ? Its a FACT vaccine's caused polio in Africa . Its a FACT alot of people got sick during bill gates vaccine trials . Why don't you do some research before spewing bullshit ?,side-effect
3421,1308805578609885184t,BUT WE REALLY DO NOT UNDERSTAND THE DISEASE ... WE ARE STILL STUDYING IT BUT WE HAVE A VACCINE ... FROM MODERNA ? ? ? WHO IS MAKING THE MONEY ?,pharma rushed
1477,1289234523855572992t," Big Pharma like Moderna should testify what is their plans who is controlling doctors ’ opinions ? Investors and big Pharma and bio tech stock market are the ones who wants us to be sick lifetime for market gain , this is all about the money . They gamble with American health .",pharma
4307,1366723663513411585t,All these push for the vaccine is a mirage . The Democrats have no intention of ending the Corona Virus pandemic . It is a mirage because the government is a corrupt failure .,political
3137,1300485051981930497t," We know that the CDC , WHO , Bill Gates , George Soros and Fauci is all criminals ! This fake covid is all about taking Donald Trump down and you are involved ! All you elite criminals we will NEVER take your made up vaccine ! NEVER !",pharma political unnecessary
1079,1337665986116407297t,"  It's good to know that this crime against humanity perpetrated by  ,  , puppet heads of states , in our case  , hasn't gone unnoticed by our very own CJ . Wena Minister of Covid , we know about distorted stats to promote your master's vaccine .",mandatory
6161,1293429581546835973t,What ’ s with Russian Vaccine and news of Putin ’ s daughter volunteering ? Are the people dumb enough to believe that she will be the first volunteer ? This assuming They actually have a vaccine,political
8410,1245863893592723456t,  And below is a report about Pfizer a decade after the trials . Never once honest or upfront about such deplorable conduct ; remember the forged ethical committee approval when absolutely no ethical committee was constituted ? Talk about corruption indeed . ,pharma
416,1330984928704655362t," From what I heard , there are no plans to give the vaccine to children , firstly they are unlikely to suffer from covid , and secondly the vaccines have not been tested for their suitability for children . That ’ s what they said about the Pfizer one so I assume it ’ s all of them",rushed unnecessary
8283,1375815697926922246t," The residents in long term care . What rights do they have . , being pressured into getting the vaccine . Now you have workers getting positive readings that aren ’ t vaccinated . , so residents still need to be tested and showers taken away , because of outbreak mode . Is this fair ? 😠",mandatory
670,1320824128300027906t,"COVID was the cure for Influenza all along When people tell you to get a flu vaccine , tell them no thanks , COVID has arrived . Coming soon 11 / 4/20 : Influenza on the rise and COVID deaths are down .",none
6120,1451639046787186690t,"Boris Johnson on Sky News "" Unfortunately the vaccine doesn't stop you catching it , or passing it on . "" Surely the death - knell for vaccine passports ...",side-effect
6688,1255919844001828867t,    It's not about the virus it's about the vaccine that is what this is all about look it up ID2020 and this relentless scaremongering will make it very easy for the government and Bill gates to implement it ,pharma political
7395,1327805314037649409t, Lets Spread the truth about the Origin of Covid 19 and the Pending MANDATORY VACCINES TOGETHER !  ,mandatory
4026,1342720549622050816t,"Dr . Hossein Sadrzadeh said he had a severe reaction almost immediately after being vaccinated , feeling dizzy and with a racing heart , the NYT reported #modernavaccine ",side-effect
6448,1319279109147484160t,"A participant who died during a trial of AstraZeneca Plc ’ s Covid - 19 vaccine in Brazil hadn ’ t received the company ’ s shot , allegedly . I don't buy a pharma's word on ANYTHING - the cost of the lie in damages is cheaper than the cost of stopping production . ",side-effect
7026,1397149981480345600t,     Fear mongering . Even vaccination for 18 - 45 years is not needed . Every single country has stopped covishield for under 40 ppl risk outweigh benefits .. Where is risk benefit analysis ?,side-effect
4824,1376375590010249218t,"Palachook says "" But until we have the population vaccinated there is of course the risk of community transmission . "" Shame she doesnt realise there is no evidence that vaccination prevents transmission . #idiotsingovernment",side-effect
